x1,x2,y
4.461253336359945,3.329876754186492,0.0
3.184815389181632,1.7707843665074496,0.0
2.5015614476980237,4.932897777176313,0.0
3.8164280242463686,3.708999125449761,0.0
4.224052388261442,5.0078980867300125,0.0
3.23813615151394,1.7841149339050926,0.0
3.956978437545819,3.376338144553956,0.0
4.132529278909687,4.3843559437023725,0.0
4.824184866940279,2.288879608587128,0.0
3.550817765642113,3.519806820933231,0.0
3.9614051070014384,3.81257685309609,0.0
1.4774222979657403,4.682756077943015,0.0
3.7673069618020607,3.775474638529256,0.0
3.8698183475844075,3.443519025388223,0.0
2.7980006818941634,2.155228471669405,0.0
3.0321655144955013,2.04917035967294,0.0
3.233371549674272,3.281696606902048,0.0
3.8674112005346237,3.312959450245388,0.0
2.2360672198086613,3.3225323465682117,0.0
1.0806846436428343,2.3293137657075422,0.0
2.7273447694454553,3.7649277198625457,0.0
3.1183782594303042,4.959371622623271,0.0
3.4831011136810517,3.364283368114328,0.0
2.760342857807357,3.402494903146576,0.0
1.7464671370216702,3.5256272637139725,0.0
2.8958943778080846,4.746904366065165,0.0
3.7333780013460953,1.4652607633579884,0.0
3.3182859073820503,1.2665606524853,0.0
3.108762253934432,4.1210656099595315,0.0
2.7636720248624593,3.1428354868924084,0.0
4.794903617843628,1.853604607257981,0.0
4.876943530939435,2.339187240075127,0.0
2.433984143627342,4.019533098834385,0.0
2.612224473690905,2.9361845247980383,0.0
5.1817492831649155,5.995899899566228,0.0
1.9443814115427285,2.1120068452693106,0.0
5.750995070706604,2.5042199591248844,0.0
3.8639646148991673,3.1251130510122307,0.0
3.3419973255569886,0.9664076724822421,0.0
3.17321100898457,3.564205943431319,0.0
2.6508905002915597,2.0769250810188176,0.0
2.8759430630160825,3.004113210033739,0.0
4.292603545217647,2.4999841408779426,0.0
2.038922743121664,3.5012661649361716,0.0
1.617372902552729,1.4149640417417717,0.0
4.194332046395343,4.7821822971051375,0.0
3.7574674674734205,1.6300124196513603,0.0
4.6011913850176125,3.7954066019768384,0.0
3.2198174089771987,3.861217795456783,0.0
2.919725668148806,3.2372924062241966,0.0
2.5352569974995243,3.730111841188,0.0
3.4428857778377906,4.155886435835038,0.0
3.637645931190323,3.127675559378729,0.0
2.2554336024189885,1.8006771525755263,0.0
4.196246341218738,3.208622965007297,0.0
1.1938733455634913,2.6124426160811014,0.0
3.696447174117802,3.7499089700546007,0.0
4.065142220620104,3.989154519004442,0.0
3.067474226977242,1.6130541058920653,0.0
3.2926976006284585,2.2103538021644145,0.0
2.4992830370276033,2.652480581827157,0.0
2.781685095284792,3.341377683169796,0.0
2.9537670879751974,2.6114621237597673,0.0
3.390882743672347,4.301210400615634,0.0
2.4870114082585446,1.8290363013803752,0.0
1.0807022684511354,1.5871184683201387,0.0
1.875369789441272,5.154221384731473,0.0
0.7987350316719377,3.5735752798896714,0.0
1.4197904220087236,2.4370423408585604,0.0
1.7542586263628779,1.8006104758685593,0.0
3.346334264210828,2.4841419843247703,0.0
3.8779282557626704,0.7396672329489284,0.0
2.6967149809075965,3.4383264025121254,0.0
4.282849815139511,3.6206227458246474,0.0
2.6859467626278146,4.2320214010837685,0.0
4.48424360992658,2.285589217965795,0.0
1.5195268715839425,2.3552339190824143,0.0
2.5040224781946057,2.7549365354632855,0.0
4.658403166528327,3.219103707701351,0.0
4.259712616433135,2.2384886500725614,0.0
5.198049790627585,2.7257007971680474,0.0
4.85630145224398,3.9666826883437354,0.0
3.6823534667311035,3.637893072202381,0.0
2.7328760666789687,3.832402616638343,0.0
4.2389112261365876,2.1780036760483665,0.0
4.091112945480505,3.8074135822993975,0.0
3.7066823625599747,1.6413400356329029,0.0
2.064529030244463,4.258361861955372,0.0
3.0170917608256995,3.4303987397588522,0.0
1.4793531293332756,4.323793152206692,0.0
2.375184905970104,1.5252954391196438,0.0
3.5608122141525547,2.413976030565942,0.0
2.5074188678774356,2.3700628983499934,0.0
1.906977920893469,2.242675455613818,0.0
2.757622422999724,2.6369398791251606,0.0
3.4361098430838988,1.4580742804845093,0.0
1.6087896407111113,4.566532952908091,0.0
2.459753195635695,2.3302592053246163,0.0
2.8099935954454685,2.756555883151337,0.0
5.047215940169062,4.1215143826312115,0.0
-3.592731694026071,-3.01601278179526,0.0
-3.5872903742905033,-4.617048659443428,0.0
-2.6950642795955306,-2.530299484083683,0.0
-3.6956824956722247,-1.512452592111836,0.0
-2.346853914446276,-3.1379255727059157,0.0
-2.58622862215879,-2.4149622077227235,0.0
-4.913704673238921,-3.981910496263551,0.0
-3.06447364955772,-2.3141089467532074,0.0
-3.9520552442631383,-1.857549934158932,0.0
-2.837942155933949,-2.274078488612902,0.0
-3.7981996089836243,-4.42399603859594,0.0
-3.2513839808236877,-2.0001650303458858,0.0
-2.5556535341515216,-0.6104274583046849,0.0
-4.30793271636902,-2.4981908473481136,0.0
-3.1711289778990057,-3.2864893463406313,0.0
-3.019960127305081,-2.3848665394319837,0.0
-2.8352017781248082,-3.5650805303311937,0.0
-3.6193827219982406,-3.3759559152686616,0.0
-4.392136859673346,-2.2826281620090745,0.0
-2.4470280736416674,-3.793260080094025,0.0
-0.9742877508460688,-2.655766271563383,0.0
-2.8691798072685817,-1.5457746037224152,0.0
-3.4453033694269872,-2.048076914886024,0.0
-5.174640822960271,-3.8491540808220712,0.0
-2.200850654496784,-1.7254023317666884,0.0
-0.8262079077529307,-4.60081645809177,0.0
-2.5833631883020374,-1.8640015832704677,0.0
-3.220023750796567,-4.500331639910989,0.0
-1.265492900349716,-4.430499653407976,0.0
-4.015769185946124,-2.9903833688169583,0.0
-3.954222575330326,-3.695961186087338,0.0
-4.010673965446333,-2.8604739488060185,0.0
-2.0355854416327586,-3.1170932927323998,0.0
-2.391438667322384,-3.3934561407952426,0.0
-4.0977933358514775,-2.189892298749922,0.0
-2.3759197035468285,-2.239257387540244,0.0
-3.917396544681945,-3.2893687893915597,0.0
-2.3509046753927283,-2.3390903517384443,0.0
-3.241107060662683,-2.3788904053559716,0.0
-3.052227012031597,-3.109433670947785,0.0
-3.1800136191540544,-2.9076912624593505,0.0
-3.792037381790283,-3.7850296370899237,0.0
-3.50602269232484,-3.9450702992142523,0.0
-3.0042797663136196,-4.722045019561529,0.0
-4.07006962246176,-4.380773182300829,0.0
-3.042293467419024,-2.370482216653793,0.0
-3.989981000908598,-3.823482636824206,0.0
-3.7257027906488895,-4.398744900223068,0.0
-4.41322556138859,-2.0427401546432784,0.0
-4.5014001298496815,-1.9126239633460496,0.0
-2.8491038446948624,-3.5389636039962684,0.0
-2.933503170598648,-2.279718866072603,0.0
-3.4767127640547995,-3.4144426678221724,0.0
-2.875062474396596,-1.9517037154811068,0.0
-3.0952082774962726,-2.4990459008522716,0.0
-3.6222716965450816,-3.375501548061522,0.0
-4.780443545287709,-2.8468233669632594,0.0
-3.089010306900173,-4.656658950396758,0.0
-2.5641050095281157,-4.902702137892291,0.0
-3.905558257894228,-2.7358277233928474,0.0
-3.0111499245142164,-2.929150637542701,0.0
-2.257480778844991,-4.573236175154822,0.0
-3.4603963846784036,-4.7588182976532245,0.0
-3.0945842923473745,-4.855457750259919,0.0
-0.8060688264539464,-1.5522145654700366,0.0
-1.9768393325328748,-3.6226362113475026,0.0
-3.4627449778535246,-1.21623334741822,0.0
-3.9389799817193776,-3.1147226163729216,0.0
-2.357227027698607,-4.526560882459144,0.0
-1.9490079674179417,-5.157922106598933,0.0
-2.8453652616962444,-3.257373699067638,0.0
-1.0429210386184045,-2.8349738598940317,0.0
-1.926046688918035,-0.31348272949972245,0.0
-2.8625292383641496,-2.052174845534138,0.0
-2.7682930618680466,-2.591630183168291,0.0
-2.887618062361684,-3.2763192556895393,0.0
-3.2341896887365156,-2.7764275297099563,0.0
-3.3146271448911704,-3.2536053017318225,0.0
-2.1285715701553456,-4.199199650771204,0.0
-2.7514633207652355,-4.1918779996530775,0.0
-3.6757612420065833,-2.6459869601162977,0.0
-1.1839607385529596,-4.40264060069773,0.0
-3.2815487162523667,-2.611200489474719,0.0
-4.041904481393015,-4.3522361329993435,0.0
-2.673663315885385,-2.140412062261252,0.0
-4.127325181945016,-1.8524123600026938,0.0
-4.425431836635422,-3.861900145382514,0.0
-4.708431624571513,-3.2058001732639743,0.0
-4.0937792534583926,-4.081092719168087,0.0
-3.6169833860967175,-1.5373143496005302,0.0
-3.6007656689660914,-3.515081813016209,0.0
-5.376026125714787,-1.5357175438781812,0.0
-4.02622187422759,-3.168717908755806,0.0
-2.596181472009861,-2.8954389133975145,0.0
-3.062147496992179,-2.1583658107039314,0.0
-3.407053554352959,-1.615660813418513,0.0
