x0,x1,y
2.4131408215063703,1.1666718841754498,0.0
4.983929292055883,2.296247096494174,0.0
3.402276616761245,3.1420045568760737,0.0
3.7622840401766697,3.1491122968538416,0.0
3.0668968619781785,3.5857141492160425,0.0
4.450196316656417,2.9595446641329133,0.0
3.443312623771129,2.9953135746836446,0.0
2.1890483236693674,3.283720123103254,0.0
4.087823274538124,1.8355854192880092,0.0
3.0648974369375592,6.480664150738319,0.0
2.916771750590199,2.8061328858804524,0.0
2.76776621738577,3.569546811183277,0.0
2.1100350387015188,2.6771111460376353,0.0
4.05897045657118,2.740757334933721,0.0
1.23497328553017,1.6684022904571632,0.0
3.163109457032694,2.7338599949492632,0.0
2.963971999691789,2.592129834247461,0.0
1.5195605558993388,2.1833846844734497,0.0
2.522118786195992,1.8351057883569726,0.0
1.4925753561356419,3.2666039753734597,0.0
2.6843060650544803,3.768190910346155,0.0
2.046193524088732,3.272989247430773,0.0
1.1547589235814038,2.5404018407104574,0.0
1.5745582737448731,1.4313718587622104,0.0
3.7762587325771477,3.2415078699384394,0.0
4.313288151364349,1.8853263419145474,0.0
4.257234087693077,2.901310110288211,0.0
4.678640159734092,2.827584456844383,0.0
0.9834354329368105,2.530949024152884,0.0
3.8636828002205537,3.9156975394708886,0.0
2.813893790492481,3.793031106265471,0.0
4.511806874193528,2.384969954745012,0.0
2.5282413427042503,2.8610528965259237,0.0
1.4829658093264175,3.302173113935043,0.0
2.2645171418091516,3.6242135624357554,0.0
2.56954510962826,2.0767851875329786,0.0
1.2416112338514376,3.7343897022728765,0.0
1.8823855544386507,2.977864857215879,0.0
4.165379070815101,4.257279493338114,0.0
3.2945023869449535,2.8565174798887445,0.0
2.8376842086021794,2.254403962833226,0.0
3.5513002415428447,2.461955282967467,0.0
3.334289313604769,2.887171710939474,0.0
3.7464085625530608,3.7041045449224765,0.0
2.2246766792968433,2.0685303311866408,0.0
3.0355967481870376,3.1084742978187956,0.0
2.399400901724745,1.4622602848003852,0.0
3.3821734370647007,2.0470877005330044,0.0
2.3117416613426807,3.1318833961592594,0.0
2.541976287696398,2.623107844473292,0.0
2.2109872774429506,1.4717518355916683,0.0
3.434902507442907,2.8263040128799526,0.0
3.1287007286466766,3.281460143318261,0.0
3.785549359521926,2.730522175962522,0.0
1.6753221972731862,3.2176327477766633,0.0
3.866331101219772,3.3151003933739576,0.0
2.560458846229537,2.2367990122841404,0.0
3.552375756502724,2.9924451125148535,0.0
3.715143471985661,1.5209308451383432,0.0
3.171210104780659,1.4580497579138982,0.0
1.6879446618781602,2.3539941939573787,0.0
3.1322700978147515,1.2224785635333744,0.0
1.6655835388529003,3.4190041661622432,0.0
3.7677612210871247,3.66042754510292,0.0
3.6399697395001462,3.7990021431334564,0.0
3.159735802980818,2.851122964243145,0.0
3.982834108116872,3.9047766079900392,0.0
2.8080105119109464,3.805588619520815,0.0
1.7942068801511792,1.8427736785858677,0.0
3.0931759417258284,4.392470648195966,0.0
3.1688107580719396,2.4721139276744926,0.0
2.85596079809482,3.996446282458296,0.0
3.4493657548629333,0.6844514654368754,0.0
2.6950915983120343,2.9672380853472955,0.0
5.429141618239271,2.4597023736773354,0.0
3.664635398889899,3.9374960823978626,0.0
2.8176754241278994,3.2487244366564423,0.0
3.1486095049325176,3.070475935323392,0.0
3.36704254878388,2.5093014962369855,0.0
1.8169105706350053,2.702642990555571,0.0
2.0382617213574794,3.568700924669487,0.0
3.0983627365365667,3.4098335689412114,0.0
2.890880892178902,2.8019041490056034,0.0
1.6105651473125044,1.6583694204550832,0.0
3.913311031458707,3.2684855717483137,0.0
4.009318650940757,2.7047781453929773,0.0
4.593233335011014,2.5307135602424347,0.0
3.942221067180202,2.6572781507351113,0.0
1.70862202246573,3.5617144809806733,0.0
2.0269709968890046,2.64195253231308,0.0
2.4934952832509105,1.4221368337596696,0.0
3.1717572943791463,4.816277438666452,0.0
3.3804651149964036,3.4227529100695784,0.0
2.5629469046652775,4.703553875065976,0.0
3.9170363202044847,3.276161426932046,0.0
4.878564958555701,3.6584893420026976,0.0
2.1721918971697383,1.8937751913841043,0.0
3.903643021840095,3.0220040200408933,0.0
3.4498232456800406,2.746644822979745,0.0
3.045127184162798,0.9770589880206528,0.0
7.9110534414823395,8.080285953239432,0.0
8.57902812310462,7.52330668299262,0.0
7.47018565443218,9.08195223407191,0.0
9.282863509514687,7.033080866445151,0.0
8.285447944684519,7.398691902003955,0.0
8.225762905840748,7.7916942518251116,0.0
9.223380674960385,6.238929919386798,0.0
8.147429428288124,6.929657860482939,0.0
7.44416774392794,7.625399809471349,0.0
6.8304872351536075,7.716805781192705,0.0
7.521810502052689,6.9565525877861,0.0
7.914067993076007,8.167288541654255,0.0
8.710744457943866,8.345600285319646,0.0
7.1207956012322535,7.484365804030579,0.0
7.561327012773975,7.761192708475161,0.0
7.367888171729596,11.676304615413256,0.0
8.548011007429356,6.2532454006081135,0.0
7.542599912752285,6.174269723924703,0.0
6.7960086647126365,7.121325833597356,0.0
8.825602249972038,9.096885460316194,0.0
7.895423021138808,8.296491688737659,0.0
7.378821192831832,9.141237454756556,0.0
5.919169771077753,9.554212559244087,0.0
8.250924764958185,6.183489102297033,0.0
8.00109418920776,7.343460446746912,0.0
